target,text
zd,"китай профинансирует развитие железных дорог камбоджи китай предоставит камбодже млн юаней млн долл. сша развитие железнодорожного транспорта. решение объявлено высшем уровне время визита правительственной делегации камбоджи китай. активизация совместной деятельности намечается числе области сельского хозяйства аквакультуры, также формирования транспортного коридора fish angkor, способствовать экспорту продукции аквакультуры китай росту числа китайских туристов камбодже. ранее камбодже принято решение..."
zd,"db предлагают реконструировать км линий железные дороги германии db разработали предварительный план реконструкции железных дорог целью создания сети линий высокой пропускной способностью. разным критериям отобраны участков общей протяженностью км, требующих модернизации срок г. db намерены вступить диалог отраслевыми организациями обсуждения графика реконструкции выбранных участков. окончательное решение срокам объему работ принимать..."
zd,февральский номер журнала железные дороги мира содержание февральского номера ждм ￭ новости ￭ отчет мсжд статистика происшествий железных дорогах открытом доступе — ￭ португалия перспективы развития железных дорог ￭ поезда компании vivarail тяговыми аккумуляторами ￭ двухэтажные моторные вагоны компании alstom бельгии ￭ aps — поездоцентричная система обеспечения безопасности ￭ рельсовый транспорт брюссельском регионе ￭ амбициозные планы развития общественного транспорта египта анонсы статей доступны сайте ждм — возможность приобрести электронные версии отдельных статей номера целиком. подписывайтесь читайте журнал железные дороги мира вся информация подписке — нашем сайте
zd,"страну басков прибыли первые электропоезда постройки caf компания euskotren — оператор железных дорог колеи мм стране басков испания — получила компании caf первые четырех заказанных г. электропоездов серии . стоимость контракта учетом поставки запасных частей составила млн евро, оплаты использовалось числе софинансирование плану восстановления, преобразования устойчивости recovery, transformation resilience plan фонда евросоюза nextgenerationeu. отличие эксплуатирующихся трехвагонных составов серии новые поезда состоят четырех вагонов. оснащены..."
zd,"компания alstom открыла национальный учебный центр великобритании территории завода alstom производству подвижного состава дерби великобритания открыт национальный учебный центр компании, создание которого последние года вложено тыс. ф. ст. площади м² разместились четыре учебных класса, столовая, кафе зона внеучебных занятий. центр располагает также тренажерным залом, котором установлены вагон кабина управления электропоезда семейства aventra последнего поколения. учебном заведении работают штатных преподавателей. течение первой недели обучающихся знакомят с..."
zd,"мэрилендский университет создает центр кибербезопасности железных дорог развитием цифровизации железнодорожного транспорта внедрением распределенных вычислительных систем задача защищенности отраслевых информационных систем становится актуальной. ноябре г. произошла кибератака использованием вирусавымогателя информационную систему железных дорог дании dsb, вызвавшая перерыв движении поездов несколько часов. ранее году злоумышленники взломали компьютерную систему продажи билетов государственных железных дорогах италии fs group, известны ранние случаи успешных кибератак. разрабатывать механизмы предотвращения подобных тяжелых случаев повышать киберзащищенность отраслевых систем призван открывающийся..."
zd,"широкополосная связь метрополитена мехико испанская компания teltronic оборудует поездов метрополитена мехико, обращающихся линии , бортовыми модулями технологической связи rtp‑, обеспечивающими совместную бесперебойную узко стандарта tetra широкополосную g радиосвязь. стандарт tetra использоваться обмена голосовыми сообщениями машинистами поездов диспетчерским центром, широкополосным каналам g организуют работу службы..."
zd,"tx logistik продолжает наращивать грузовые перевозки германией италией грузовой оператор tx logistik, входящий группу mercitalia составе железных дорог италии fs group, целях удовлетворения растущего спроса грузовые перевозки скандинавскосредиземноморскому коридору февраля г. увеличивает число поездов ростоком германия вероной италия четырех шести пар неделю. начала г. сообщении германией италией выросло число других поездов tx logistik. так, лейпцигом вероной курсируют..."
zd,"лонгрид выходные. изложение отчета мсжд статистике происшествий железных дорогах, выпущенного конце г. основе данных г."
zd,"transnet планирует сократить протяженность эксплуатируемых линий южноафриканской государственной компании transnet принадлежат железные дороги суммарной длиной около тыс. км. компания планирует сократить протяженность эксплуатируемых линий % сосредоточиться перевозках высокорентабельных грузов. монопольно управляя железными дорогами, портами трубопроводами страны, transnet вынуждена признать недостаточную эффективность своей работы, приводит убыткам. кроме того, компания столкнулась проблемой нехватки запасных частей локомотивов кражей кабеля электрифицированных линиях. частности, проблемы возникли одном основных коридоров, котором осуществляются перевозки угля шахт восточной провинции мпумаланга порты. тарифы компании рассчитаны зависимости от..."
zd,"перевозки транскаспийскому международному коридору выросли , раза г. объем перевозок железным дорогам казахстана қтж составе транскаспийского международного коридора вырос , раза, достигнув , млн т. заявлено заседании международной ассоциации транскаспийский международный транспортный маршрут тмтм алматы февраля г. экспорт казахстанских грузов сравнению г. увеличился , раза составил тыс. т. кроме того, отмечен рост контейнерных перевозок % относительно уровня г., , тыс. teu. заседании стороны..."
zd,"китай железнодорожные проекты регионе дельта реки янцзы китайского нового года праздника весны регионе дельта реки янцзы, одном наиболее экономически развитых китае, возобновились работы реализации железнодорожных проектов строительных площадках. числе — сооружение высокоскоростных магистралей шанхай — нанкин — хэфэй около км шанхай — сучжоу — хучжоу км, также железной дороги цзиньхуа — нинбо. данным компании china railway shanghai group, регионе, проживает более..."
zd,"образована международная ассоциация технологиям hyperloop ведущие компании, занимающиеся разработкой технологий транспортной системы hyperloop, объединились рамках организации, получившей название hyperloop association. соответствующее соглашение подписано декабре г., прошла процедура регистрации ассоциации бельгии. числе учредителей ассоциации — компании hyperloop one hyperloop transportation technologies обе — сша, hardt нидерланды, nevomo польша, transpod канада франция, swisspod technologies швейцария zeleros испания. президентом hyperloop association стал бен почек ben pączek — глава компании nevomo. ассоциация штабквартирой брюсселе намерена..."
zd,"великобритания метрополитен лондона получает сотовую связь стандарта g станциях участков холландпарк — квинсуэй линия central арчвей — кентиштаун линия nothern лондонского метро тоннелях ними заработала сотовая связь стандарта g‑ready реализует поддержку lte неавтономную архитектуру g nsa возможностью перехода полномасштабный протокол g. ранее мобильной связью оснащен пилотный участок линии jubilee, покрытие охватывает около % подземных станций метрополитена. транспортная администрация лондона tfl планирует концу г. обеспечить сотовую связь стандартов g g широкополосный доступ интернет базе технологии wi‑fi всей сети метро линии elizabeth. г. tfl заключила..."
zd,"пропускную способность линии порту антверпена планируется удвоить оператор инфраструктуры железных дорог бельгии infrabel объявил планах, связанных модернизацией электрификацией участка длиной км железнодорожной линии l, обслуживающей северную часть порта антверпена, позволит удвоить пропускную способность устранить узкое место ключевом направлении. проект реализован infrabel совместно оператором терминального комплекса..."
zd,"железные дороги израиля приобрели системы распознавания препятствий rail vision стартап rail vision штабквартирой раанане неподалеку тельавива подписал железными дорогами израиля контракт поставку комплектов бортовых систем распознавания классификации препятствий main line system сумму , млн долл. сша. обнаружении таких препятствий, люди, животные автомобили пути вблизи него, система, основанная использовании искусственного интеллекта, выдает реальном времени визуальные акустические предупреждающие сигналы. это первый rail vision контракт поставку подобных систем магистральных железнодорожных линий. сделке предшествовали продолжавшиеся года испытания усовершенствованной системы поддержки машиниста adas использованием..."
zd,"crrc построит скоростные дизель‑поезда оаэ предприятие crrc qingdao sifang корпорации crrc подписало контракт etihad rail — оператором железных дорог оаэ, предусматривающий поставку дизельпоезда опционом, допускающим приобретение ед. техническое обслуживание подвижного состава течение лет. ввести поезда опытную эксплуатацию планируют г. crrc qingdao sifang отмечает, поезда, рассчитанные скорость движения км/ч, изготовят соответствии самыми современными международными стандартами учетом..."
zd,"первой трансморской всм китае прошли приемочные испытания китае февраля г. завершились статические приемочные испытания первой стране трансморской высокоскоростной линии фучжоу — сямынь — чжанчжоу. всесторонней проверке подверглись инженерные конструкции оборудование различных систем. строительство всм длиной км, рассчитанной скорость км/ч, началось сентябре г. эксплуатацию сдана..."
zd,"тмхэлектротех сертифицировал новые тяговые двигатели тепловозов сертификат соответствия техническому регламенту таможенного союза трехфазные асинхронные тяговые электродвигатели дта‑т, предназначенные нового российского маневрового тепловозов тэм, выдан ооо тмх‑электротех входит состав компании тмх энергетические решения. сочетании электронными системами управления применение асинхронных двигателей привода колесных пар тепловоза позволяет обеспечить широкий диапазон величин..."
zd,"knorrbremse впервые поставит автосцепки электропоездов компании knorrbremse hitachi rail подписали соглашение, соответствии которым немецкий изготовитель поставит пневматическое тормозное оборудование, дверные системы автосцепки шестивагонных поездов, которые hitachi rail построит метрополитена милана. точная сумма контракта разглашается, knorrbremse оценивает несколько десятков миллионов евро. поставка оборудования начнется четвертом квартале г. намерении knorrbremse выйти рынок автосцепок стало известно г. тех пор компания разработала..."
zd,"поезда mireo plus b пилотного проекта вестервальде пилотного проекта вестервальде транспортная компания hessische landesbahn hlb заказала siemens mobility двухвагонных контактноаккумуляторных поезда mireo plus b. поезда мощным тяговым приводом удовлетворяют требованиям, определяемым сложным рельефом местности протяженными неэлектрифицированными участками. заменят дизельпоезда, позволит значительно снизить уровень шума исключить вредные выбросы. новые поезда будут курсировать двум региональным маршрутам — rb лимбург — ау — зиген rb лимбург — зирсхан, причем..."
zd,"samskip намерена организовать мультимодальные перевозки порт гётеборга апреля г. исландская судоходная компания samskip, имеющая головной офис роттердаме, приступит перевозкам крупнейшего контейнерного порта apm terminals гётеборга швеция. сначала компания еженедельно отправлять суда порта гётеборга роттердама нидерланды заходом пути орхус дания, рунавик фарерские острова рейкьявик исландия. samskip рассчитывает, сможет предложить клиентам услуги мультимодальных перевозок использованием железнодорожной сети, соединяющей порт гётеборг внутренними районами швеции. последние годы порту гётеборга наблюдается..."
zd,"норвегия наращивает парк скоростных электропоездов coradia nordic компания alstom получила заказ поставку региональных электропоездов coradia nordic государственной компании norske tog, которая отвечает приобретение, владение управление парками пассажирского подвижного состава норвегии. стоимость контракта составляет млн евро. это второй контракт, заключенный соответствии рамочным договором поставку норвегию поездов сумму , млрд евро. таким образом, твердые заказы norske tog оформлены на..."
zd,"намибия завершена модернизация линии уолфиш‑бей — арандис китайская корпорация china gezhouba group cggc выполнила проект модернизации линии протяженностью км уолфишбей, главным портом намибии югозападном побережье африки, городом арандис западе страны. восстановительные работы позволили увеличить скорость движения поездов км/ч. стоимость проекта составила , млрд намибийских долл. около , млн долл. сша, профинансирован..."
zd,"сша объявлено финансировании проекта тоннеля балтимор — потомак сша объявлено финансировании проекта строительства двухтрубного тоннеля балтимор — потомак, призванного расшить самое узкое место северовосточного коридора, соединяющего бостон столицей страны вашингтоном. новый тоннель имени фредерика дугласа frederick douglass длиной , км заменит существующий, прослуживший лет. пропускная способность увеличится раза, скорость движения поездов — км/ч, позволит млн пассажиров год, использующих поезда компании amtrak региональной сети мэриленд maryland area regional commuter, marc, сэкономить пути суммарно тыс. часов. планы строительства тоннеля обнародовали июне г., однако определены источники финансирования. общая стоимость проекта оценивается в..."
zd,"nexrail заказала локомотивов vossloh rolling stock компания vossloh rolling stock, принадлежащая китайской корпорации crrc, подписала контракт лизинговой компанией nexrail поставку дополнительно маневрововывозных локомотивов, большая часть которых ед. поставлена третьем квартале г. включает тепловозы de stage v допуском эксплуатации германии. гибридных локомотивов de stage v smarthybrid, включенных новый контракт, передадут компании nexrail соответствии опционом рамочному соглашению, подписанному г. предусматривающему..."
zd,"amsted digital поставит телематических устройств лизинговой компании ermewa amsted digital — дочернее предприятие вагоностроительной корпорации amsted rail подписало многолетний контракт одной крупнейших европе лизинговой компанией ermewa поставку бортовых телематических устройств iq series мониторинга технического состояния ключевых компонентов грузовых вагонов. устройства iq series построены новейшей, требующей обслуживания телематической платформе питанием солнечной батареи подзаряжаемых аккумуляторов. позволяют..."
zd,"финляндия внедряет интерфейсы стандарта eulynx сопряжения релейных эц дц агентство транспортной инфраструктуры финляндии väylävirasto обновляет систему диспетчерского управления движением поездов железнодорожной сети северных регионов страны, сохраняя существующие системы релейной централизации. единообразного подключения сети передачи данных протоколом ip внедряются адаптеры стандартного интерфейса, соответствующего требованиям спецификации eulynx. качестве поставщика адаптеров интерфейса результатам тендера выбрана..."
zd,"alstom установит бортовую аппаратуру etcs поездах чехии чешская компания čdtelematika входит состав железных дорог чехии подписала французской компанией alstom соглашения оснащении семи поездов pendolino двухэтажных электропоездов cityelefant серии , обращающихся железных дорогах чехии словакии, бортовыми устройствами европейской системы управления движением поездов etcs уровня . alstom возлагается поставка системы, включая проектирование монтаж. устройства будут иметь..."
zd,"тмх взял обязательства техобслуживанию пассажирских вагонов египте столице египта каире февраля г. подписан пакет соглашений железными дорогами египта enr трансмашхолдингом организации технического обслуживания пассажирских вагонов российсковенгерского производства, поставляемых рамках заключенного г. контракта. общая стоимость сервисного пакета составляет млн евро. тмх берет обязательства техническому сопровождению поставленной техники течение лет. соглашения предусматривают..."
zd,"танзанию поставили платформу грузоподъемностью тонн железная дорога tazara, соединяющая африканские государства танзанию замбию, получила платформу грузоподъемностью т перевозки негабаритных грузов. данном случае речь идет турбинах других комплектующих строительства гидроэлектростанции им. джулиуса ньерере. платформа стоимостью млн долл. сша заказана китайского изготовителя подвижного состава crrc qiqihar railway rolling stock успешно..."
zd,"škoda учредила дочернюю компанию австрии рамках реализации стратегии продвижения западноевропейские рынки чешская компания škoda group учредила австрии подразделение, состав которого вошли часть активов специалистов обанкротившейся ноябре г. компании molinari rail austria. головной офис škoda group austria разместился вене, региональное отделение — городе швац федеральная земля тироль. новое подразделение обладать значительной автономией вопросах организации бизнеса продолжит работу собственными проектами, будет..."
zd,"transnet ищет инвестора развития коридора дурбан — йоханнесбург южноафриканская государственная компания transnet объявила квалификационный отбор оператора грузовых железнодорожных перевозок направлении дурбан — йоханнесбург container corridor. решение принято рамках стратегии партнерства привлечения инвестиций развитие контейнерных перевозок грузов, являющихся транспортной основой производственного сектора страны. победителю предстоит заключить transnet freight rail — подразделением transnet, отвечающим грузовые перевозки, договор операционной аренды двухпутной электрифицированной линии длиной..."
zd,"польша очередной этап строительства линии скоростного трамвая кракове городская администрация кракова, польское отделение турецкой компании gülermak пул финансовых организаций подписали инвестиционное соглашение реализации четвертого этапа проекта удлинения линии скоростного трамвая модели государственночастного партнерства. планируется, весной г. получения разрешения инфраструктурные инвестиции начнется строительство линии длиной , км девятью остановками, соединяющей жилые районы, расположенные севере кракова, центром города. жители окраин смогут добраться центра быстрее примерно мин. стоимость проекта, включающего также сооружение тоннеля длиной..."
zd,"столице бангладеш начато сооружение первой подземной линии метро торжественной церемонии столице бангладеш дакке премьерминистр бангладеш шейх хасина sheikh hasina дала старт процессу строительства первой стране подземной линии метрополитена mrt‑ стоимостью , млрд бангладешских , млрд долл. сша. это крупнейший инфраструктурный проект транспортном секторе страны. правительство выделяет , млрд так, кредит размере , млрд предоставит японское агентство международного сотрудничества jica. оснащенная системой управления движением поездов радиоканалу cbtc линия mrt‑ протяженностью..."
zd,"alstom отправляет канаду поезд coradia ilint водородном топливе компания alstom партнерстве правительством канадской провинции квебек, железнодорожным оператором chemin de fer charlevoix, также энергетическими компаниями harnois énergies htec организует летом г. демонстрационные рейсы поезда coradia ilint водородных топливных элементах маршруту протяженностью около км, проходящему вдоль реки святого лаврентия северной окраины города квебек бэсенполя. рейсы будут выполняться пассажирами борту. заправки поезда планируется использовать..."
zd,"немецкая hima купила британского системного интегратора немецкая группа hima — поставщик программируемых контроллеров числе уровнем безопасности sil, получивших широкое распространение железных дорогах, приобрела системного интегратора sella controls. компания sella controls тремя офисами великобритании штатом чел. выступает качестве поставщика технических решений железнодорожного транспорта других отраслей британском рынке, включая..."
zd,"франция создает сеть мультимодальных перевозок rail route connect семь компаний, располагающих логистическими терминалами территории франции, объединили усилия национальным французским грузовым оператором fret sncf создания первой национальной сети rail route connect rc. это такие компании, dupessey&co, laforêt logistics, lahaye global logistics, transports lassalle, mediacovrac, ederlogmultimodal groupe mge. основная цель инициативы — дальнейшее развитие мультимодальных сообщений увеличение доли железнодорожного транспорта рынке грузовых перевозок франции. инициатива официально оформлена января г. вошедшие rc компании счет..."
zd,"чехии внедряют видеоконтроль нарушений переездах оператор инфраструктуры железных дорог чехии správa železnic начинает внедрение системы регистрации нарушений водителями автотранспортных средств правил проезда регулируемых железнодорожных переездов. интеллектуальные видеокамеры фиксируют заезд автотранспорта шлагбаумы срабатывания сигнализации. камеры включаются некоторым замедлением начала действия сигнализации, водители успели освободить переезд. информация нарушении поступает серверы полицейской службы обрабатывается специализированным программным обеспечением. данные транспортных средствах массой до..."
zd,"европейские ассоциации готовы наращивать поставки пассажирских вагонов частным операторам европейская ассоциация независимых операторов allrail ассоциация европейских арендодателей железнодорожного подвижного состава aerrl выразили готовность наращивать парк новых модернизированных пассажирских вагонов, доступных частных операторов железных дорогах европы. заявлено совместной встрече представителей этих ассоциаций брюсселе. дефицит доступных аренды пассажирских вагонов высокоскоростных поездов является одной проблем частных операторов, готовых..."
zd,"финляндии открыт мультимодальный терминал коувола финляндии сдан эксплуатацию мультимодальный терминал открытого доступа коувола kouvola rrt. площади га расположены контейнерная площадка перерабатывающей способностью тыс. teu год грузовой двор площадью га. наличие двух электрифицированных путей колеи мм длиной м каждый, рассчитанных прием вагонов осевой нагрузкой т, позволяет ставить погрузоразгрузочные операции полный состав поезда, ведомый электровозом. оператор терминала railgate finland отвечать за..."
zd,"омане выберут консультантов проекту первой линии метро министерство транспорта, коммуникаций информационных технологий омана mtcit пригласило международные компании принять участие конкурсных торгах право оказания консалтинговых услуг проекту первой линии метро столице страны маскате. первый этап проведения тендерных процедур стартовал февраля г. ориентируется основном заключение контрактов подготовке..."
zd,"великобритания новый информационный портал пассажиров уэльса транспортная администрация уэльса transport wales tfw запустила новый поездной wi‑fi‑портал, обеспечивающий пассажиров актуальной информацией реальном времени предоставляющий возможность обратной связи оператором. портал разработан компанией gomedia, специализирующейся области доставки развлекательного контента борт транспортных средств. системе используются источники актуальных данных картографическая информация основе gps‑позиционирования передачи пассажирам сведений о..."
zd,"великобритании развивают оперативное информирование пассажиров поездов британский регулятор office rail road orr потребовал железнодорожных компаний внедрить систему, автоматически оповещающую пассажиров, которые приобрели билеты онлайн сайтах приложениях, отмене поездов изменениях расписании. это стало возможным благодаря разработанному г. рамках программы smarter information, smarter journeys компаратору расписания. система позволяет..."
zd,"via rail canada приступает обновлению парка поездов дальнего следования оператор пассажирских перевозок канады via rail canada обратился запросом информации потенциальным поставщикам новых вагонов локомотивов связи предстоящей заменой парка поездов дальнего следования, числе подвижного состава, изготовленного ‑е годы. оператору нужны новые вагоны разных типов, включая спальные, багажные, многофункциональные вагонырестораны, также..."
zd,"alstom представила новые поезда региона о‑де‑франс компания alstom заводе коммуне креспен франция представила комфортабельные поезда omneo premium regio n повышенной длины вместимости, созданные базе платформы omneo региона о‑де‑франс северозападе страны. заказ поставку двухэтажных электропоездов omneo premium, размещенный национальным обществом железных дорог франции sncf г., профинансирован властями региона о‑де‑франс национальным правительством. пятивагонные поезда длиной м отличаются..."
zd,евросоюз поддержит проектов области трансграничных пассажирских сообщений еврокомиссия анонсировала поддержку проектов области создания новых развития существующих перевозочных услуг сфере международных пассажирских сообщений. тщательной оценки еврокомиссия выбрала качестве пилотных следующие проекты...
zd,"пусан ульсан планируют создание зоны часовой транспортной доступности министерство земли, инфраструктуры транспорта республики корея molit подписало соглашение сотрудничестве властями городов пусан ульсан создании зоны часовой транспортной доступности. концепция зоны часовой доступности означает, использование общей этих городов транспортной инфраструктуры обеспечит жителям возможность поездки любой точки рамках..."
