target,text
zd,"Stadler строит в Германии депо для контактно-аккумуляторных поездов
   Компания Stadler провела официальную церемонию начала строительства депо для 55 контактно-аккумуляторных поездов FLIRT Akku, контракт на поставку и техническое обслуживание которых в течение 30 лет был подписан в 2019 г. с транспортным объединением NAH.SH федеральной земли Шлезвиг‑Гольштейн. Стоимость контракта составила около 600 млн евро. Поезда FLIRT Akku начнут вводить в эксплуатацию во второй половине лета 2023 г., хотя первоначально планировалось, что они приступят к перевозкам пассажиров в декабре 2022 г.
   Поезда будут обслуживать 11 региональных маршрутов с ежегодным пробегом...  https://zdmira.com/news/stadler-stroit-v-germanii-depo-dlya-kontaktno-akkumulyatornykh-poezdov
1301"
zd,"Страну Басков и Францию свяжет трансграничный пассажирский маршрут
   Стали известны планы, связанные с запуском прямого пассажирского железнодорожного маршрута между испанским Сан‑Себастьяном и французским городом Байонна. К их разработке подключились и местные власти по обе стороны испано-французской границы. 
   В коридоре длиной примерно 50 км между этими городами по береговой линии Бискайского залива проживает более 350 тыс. чел., не считая многочисленных...  https://zdmira.com/news/stranu-baskov-i-frantsiyu-svyazhet-transgranichnyj-passazhirskij-marshrut
1302"
zd,"«ТМХ‑Электротех» готова к выпуску тяговых двигателей для поезда «Иволга 3.0»
   Компания «ТМХ‑Электротех» (входит в состав АО «ТМХ Энергетические решения») завершила испытания нового асинхронного тягового электродвигателя ДТА‑380У1. Двигатель предназначен для использования на электропоезде постоянного тока «Иволга 3.0», который выпускается Тверским вагоностроительным заводом (входит в состав АО «Трансмашхолдинг»).
   Квалификационная комиссия установила, что двигатель ДТА‑380У1 соответствует требованиям конструкторской документации. Решение комиссии позволяет...  https://zdmira.com/news/tmkh-elektrotekh-gotova-k-vypusku-tyagovykh-dvigatelej-dlya-poezda-ivolga-3-0
1303"
zd,"Состоялся первый рейс ночного поезда European Sleeper
   Первый рейс ночного пассажирского поезда сообщением Брюссель — Берлин голландско-бельгийской стартап-компании European Sleeper состоялся 26 мая 2023 г. Официальная церемония, приуроченная к началу перевозок, прошла на станции Брюссель-Южный. 
   Три раза в неделю, по понедельникам, средам и пятницам, ночные поезда будут отправляться со станции Брюссель-Южный в 19 ч 22 мин, прибывая на станцию Берлин-Главный утром следующего дня в 6 ч 48 мин. Обратные рейсы из Берлина  назначены на...  https://zdmira.com/news/sostoyalsya-pervyj-rejs-nochnogo-poezda-european-sleeper
1304"
zd,"Siemens: крупный контракт на обслуживание дизель‑поездов в Великобритании
   Компания Siemens Mobility заключила в Великобритании сервисный контракт стоимостью 530 млн евро, предусматривающий техническое обслуживание до 2031 г. парка из 51 дизель-поезда серии 185 в Северной Англии. Поезда, которые эксплуатирует оператор TransPennine Express на маршрутах между Манчестером и несколькими другими городами, будут обслуживаться в основном депо в манчестерском районе Ардвик и двух вспомогательных депо в Йорке и Клиторпсе.
   Дизель-поезда с гидравлической передачей серии 185 семейства Velaro постройки Siemens эксплуатируются с 2006 г. и все это время обслуживались...  https://zdmira.com/news/siemens-krupnyj-kontrakt-na-obsluzhivanie-dizel-poezdov-v-velikobritanii
1305"
zd,"Словения сокращает госинвестиции в строительство линии Копер — Дивача
   Правительство Словении пересмотрело в сторону уменьшения программу государственного финансирования строительства новой линии от единственного в стране морского порта Копер до станции Дивача, важного транспортного узла. Окончательный вариант инвестиционного плана оценивается в 1,109 млрд евро, что на 41 млн евро меньше бюджета, утвержденного в 2019 г., — 1,150 млрд евро. Что важно, такая оценка дана в условиях роста цен на материалы и инфляции, а также отказа Венгрии от участия в финансировании данного проекта, поскольку ее правительство отдало предпочтение инвестициям в развитие расположенного неподалеку итальянского порта Триест.  
   По сообщению реализующей проект государственной компании 2TDK, последнее обстоятельство...  https://zdmira.com/news/sloveniya-sokrashchaet-gosinvestitsii-v-stroitelstvo-linii-koper-divacha
1306"
zd,"Обсуждается план создания мультимодального коридора между Ближним Востоком и Индией
   В мае 2023 г. высокопоставленные представители США, Саудовской Аравии, Индии и Объединенных Арабских Эмиратов (ОАЭ) обсуждали возможность реализации масштабного инфраструктурного проекта, направленного на формирование железнодорожно-морского коридора, который соединил бы страны Восточного Средиземноморья и Персидского залива с Индией. Об этом сообщают авторитетные международные СМИ, в том числе американский новостной портал Axios, гонконгская газета South China Morning Post и израильская The Times of Israel.
   Первоначально идея такого проекта была предложена группой I2U2, в которую входят...  https://zdmira.com/news/obsuzhdaetsya-plan-sozdaniya-multimodalnogo-koridora-mezhdu-blizhnim-vostokom-i-indiej
1307"
zd,"Тоннель Коралм планируют открыть к концу 2025 года
   Федеральные железные дороги Австрии (ÖBB) сообщили о завершении укладки плитного основания пути в тоннеле Коралм и планах по его открытию для движения поездов к концу 2025 г. Это позволит сократить время поездки между городами Грац и Клагенфурт до 45 мин.  
   В тоннеле длиной 33 км уложено около 13 тыс. бетонных плит длиной по 5 м и массой более 5 т. Параллельно с укладкой 120‑метровых рельсовых плетей продолжается...  https://zdmira.com/news/tonnel-koralm-planiruyut-otkryt-k-kontsu-2025-goda
1308"
zd,"Новозеландский оператор KiwiRail объявил инвестиционные планы на 2023 год
   Новозеландский национальный оператор KiwiRail объявил о заложенных в бюджете 2023 г. инвестициях в размере 569,2 млн новозел. долл. (344,9 млн долл. США), которые будут направлены на обновление, модернизацию и повышение надежности железнодорожной инфраструктуры в стране. План инвестиций включает: 
   359,2 млн новозел. долл., выделяемых в рамках пятилетней инвестиционной программы развития железнодорожной сети, которая охватывает...  https://zdmira.com/news/novozelandskij-operator-kiwirail-obyavil-investitsionnye-plany-na-2023-god
1309"
zd,"Škoda поставит подвижной состав для второй линии трамвая в Бергамо
   Tramvie Elettriche Bergamasche (TEB) — оператор линии Т1 трамвая в Бергамо выбрал консорциум в составе компаний Impresa Milesi geom. Sergio, GCF Generale Costruzioni Ferroviarie, Škoda Transportation и Impresa Edile Stradale Artifoni в качестве предпочтительного претендента на проектирование и строительство линии T2 трамвая, а также на поставку подвижного состава для нее. Стоимость контракта составит 176,3 млн евро.
   Консорциум должен завершить проектирование в течение 5 мес с момента подписания контракта, а строительные работы, как ожидается, начнутся...  https://zdmira.com/news/skoda-postavit-podvizhnoj-sostav-dlya-vtoroj-linii-tramvaya-v-bergamo
1310"
zd,"Метро Вашингтона познакомит пассажиров с поездом нового поколения
   Администрация общественного транспорта Вашингтона (WMATA) c 23 по 30 мая 2023 г. на пересадочной станции Геллери-Плейс — Чайнатаун организовала выставку, на которой была представлена концепция поездов метро нового поколения с целью получения откликов и предложений со стороны пассажиров. Поезда серии 8000, которые компания Hitachi Rail будет строить на новом заводе в Хейгерстауне (штат Мэриленд), планируется вводить в эксплуатацию в 2026 г. 
   Вагоны поездов новой серии с алюминиевыми кузовами легче и энергоэффективнее, чем эксплуатируемые, отличаются...  https://zdmira.com/news/metro-vashingtona-poznakomit-passazhirov-s-poezdom-novogo-pokoleniya
1311"
zd,"DB приступают к сдаче в аренду складных велосипедов
   Железные дороги Германии (DB) с июня 2023 г. начнут сдавать всем желающим в аренду за 41 евро в месяц складные велосипеды производства лондонской компании Brompton. Эти велосипеды можно быстро складывать и затем в сложенном виде бесплатно перевозить в любом общественном транспорте как обычный багаж.
   DB считают, что такие велосипеды будут особенно востребованы пассажирами, которые ежедневно ездят к месту работы или учебы. Им не потребуется искать свободное место на велосипедной парковке или оплачивать провоз обычного велосипеда в поезде или автобусе. Кроме того, складной велосипед можно...  https://zdmira.com/news/db-pristupayut-k-sdache-v-arendu-skladnykh-velosipedov
1312"
zd,"Hitachi Rail выбрала поставщика тяговых аккумуляторов для британского проекта
   Компания Hitachi Rail выбрала британскую компанию Turntide Technologies в качестве поставщика тяговых аккумуляторов для междугородного поезда с комбинированным приводом, создаваемого в рамках пилотного проекта для Северо-Восточной Англии. 
   Поезд будет получать питание от контактной сети или дизель-генераторной установки и тяговых аккумуляторов. Ожидается, что применение устанавливаемых дополнительно тяговых аккумуляторов позволит...  https://zdmira.com/news/hitachi-rail-vybrala-postavshchika-tyagovykh-akkumulyatorov-dlya-britanskogo-proekta
1313"
zd,"Inpasa удвоит железнодорожные перевозки этанола в Бразилии
   Бразильский грузовой оператор Rumo и латиноамериканский производитель этанола группа Inpasa подписали сроком на 10 лет соглашение об организации перевозок данной химической продукции. Это позволит группе Inpasa более чем удвоить объемы перевозки этанола по железной дороге и довести их до 1,01 млрд л в год.
   Inpasa инвестировала в данный проект примерно 100 млн браз. реалов (около 20 млн долл. США), включая приобретение 50 специализированных четырехосных цистерн и двух тепловозов. Перевозки будут осуществляться на расстояние более...  https://zdmira.com/news/inpasa-udvoit-zheleznodorozhnye-perevozki-etanola-v-brazilii
1314"
zd,"Hitachi и Toshiba поставят 12 высокоскоростных поездов на Тайвань
   Консорциум HTSC заключил с корпорацией THSRC — оператором высокоскоростной линии Тайбэй — Гаосюн на Тайване контракт, предусматривающий поставку 12 высокоскоростных поездов (144 вагона) стоимостью 124 млрд иен (950 млн долл. США). В состав консорциума входят компании Hitachi, Toshiba и Toshiba Infrastructure Systems & Solutions. Первые поезда планируется ввести в эксплуатацию в 2026 г. Ранее руководство корпорации THSRC согласовало заключение этого контракта.
   Поезда для Тайваня будут изготовлены на основе наиболее современных высокоскоростных экспрессов N700S, поставляемых железной дороге JR Central. Их масса будет...  https://zdmira.com/news/hitachi-i-toshiba-postavyat-12-vysokoskorostnykh-poezdov-na-tajvan
1315"
zd,"Network Rail усиливает защиту от экстремальных погодных условий
   В районе курортного города Долиш в графстве Девон оператор инфраструктуры железных дорог Великобритании Network Rail завершил работы по строительству новой подпорной стенки длиной 775 м и высотой 8 м вдоль путей линии Долиш — Тейнмут. В 2014 г. сильный шторм разрушил участок этой линии, соединяющей большую часть округа Долиш и все графство Корнуолл (50 населенных пунктов) с национальной сетью. Тогда смыло часть подпорной стенки, 80 метров пути, подтопило платформы на железнодорожной станции Долиш. Движение поездов по линии не осуществлялось в течение 8 недель. Стоимость масштабных ремонтных работ, проведенных 300 сотрудниками Network Rail, превысила...  https://zdmira.com/news/network-rail-usilivaet-zashchitu-ot-ekstremalnykh-pogodnykh-uslovij
1316"
zd,"Железнодорожные пассажирские перевозки в Молдове выросли на 42 %
   В первом квартале 2023 г. объем железнодорожных пассажирских перевозок в Республике Молдова по сравнению с январем — мартом 2022 г. вырос на 42,3 %, составив 180,8 тыс. чел. По данным Национального статистического бюро этой страны, всего за этот период всеми видами общественного транспорта перевезено 67,4 млн пассажиров, что на 30,3 % превышает уровень 2022 г.  
   Суммарный пассажирооборот всех видов транспорта вырос на 49,6 %, до 1254,2 млн пассажиро‑км. Наиболее существенно этот показатель поднялся на...  https://zdmira.com/news/zheleznodorozhnye-passazhirskie-perevozki-v-moldove-vyrosli-na-42
1317"
zd,"В Москве пройдет XVII ежегодная таможенная конференция
   В Москве 22 июня 2023 г. пройдет XVII ежегодная конференция «Таможня и бизнес: развитие сотрудничества в новых реалиях», организатором которой является Ассоциация европейского бизнеса (АЕБ).
   Основными темами обсуждения станут последние изменения в таможенном законодательстве России и ЕАЭС, анализ текущей правоприменительной практики. Эксперты из Федеральной таможенной службы, министерств финансов, экономического развития, промышленности и торговли, общественного совета при Федеральной таможенной службе поделятся...  https://zdmira.com/news/v-moskve-projdet-xvii-ezhegodnaya-tamozhennaya-konferentsiya
1318"
zd,"AŽD Praha оборудует системой ETCS железнодорожный коридор в Венгрии
   Чешская AŽD Praha подписала контракт с венгерской компанией V4SIL на поставку микропроцессорной централизации (МПЦ) и европейской системы управления движением поездов ETCS уровня 2 для железнодорожной магистрали Сороксар — Келебия протяженностью около 150 км, которая проходит от венгерской столицы до границы с Сербией и является частью коридора, соединяющего Будапешт с Белградом.
   Магистраль будет оснащена цифровыми МПЦ ESA‑44, включая интегрированную систему сигнализации ITZZ, светофоры со...  https://zdmira.com/news/azd-praha-oboruduet-sistemoj-etcs-zheleznodorozhnyj-koridor-v-vengrii
1319"
zd,"Leo Express нацелен на рост рыночной доли к 2030 году
   Чешский частный оператор Leo Express, выполняющий также перевозки по контрактам на оказание социально необходимых транспортных услуг (PSO), намерен нарастить долю на рынке пассажирских перевозок в Чехии и соседних странах.  
   В 2022 г. оператор перевез поездами и автобусами в Чехии, Словакии, Польше и Украине почти 1,5 млн пассажиров, выполнил 2,3 млн поездо‑км и получил 22 млн евро дохода (прирост 15 % относительно предыдущего года), а показатель EBITDA составил 4 млн евро. По точности выполнения расписания и безопасности Leo Express входит в...  https://zdmira.com/news/leo-express-natselen-na-rost-rynochnoj-doli-k-2030-godu
1320"
zd,"Newag поставит поезда с комбинированным приводом для Поморского воеводства
   По итогам тендера, результаты которого были объявлены в апреле 2023 г., между компанией Newag и Поморским воеводством Польши заключен контракт стоимостью 128 млн злотых (28 млн евро) на поставку четырех поездов Impuls 2 (36WEh) с комбинированным тяговым приводом. Поставка запланирована на вторую половину 2024 г. Покупка поездов частично финансировалась в рамках программы поддержки развития и модернизации национальной экономики Polski Ład, для чего региону было выделено примерно 14 млн евро, а также с привлечением средств из фондов ЕС. В феврале 2022 г. подобные поезда заказало Западно-Поморское воеводство.
   Поезда смогут развивать скорость 160 км/ч при питании от контактной сети и 120 км/ч при работе от дизеля. Их ввод в эксплуатацию будет...  https://zdmira.com/news/newag-postavit-poezda-s-kombinirovannym-privodom-dlya-pomorskogo-voevodstva
1321"
zd,"Metrans запускает новые международные грузовые маршруты
   Немецкая компания Metrans, дочерняя структура корпорации Hamburger Hafen und Logistik (HHLA), объявила о запуске с 1 июня 2023 г. нового регулярного маршрута, который соединит грузовой терминал Будапешт-Чепель в Венгрии и хорватский порт Риека. Тарифы на перевозки по новому маршруту, а также из терминалов Metrans в Чехии, Словакии, Австрии, Венгрии будут аналогичны действующим для порта Копер. 
   Также Metrans планирует организовать сообщения с терминалом Инджия, расположенным между...  https://zdmira.com/news/metrans-zapuskaet-novye-mezhdunarodnye-gruzovye-marshruty
1322"
zd,"На участке Милан — Павия уложат третий и четвертый пути
   Оператор инфраструктуры железных дорог Италии Rete Ferroviaria Italiana (RFI) заключил контракт с консорциумом компаний D’Agostino Angelo Antonio Costruzioni Generali (головная компания) и SE.GE.CO на проектирование  и строительство третьего и четвертого путей на участке Милан — Павия коридора Милан — Генуя. Стоимость контракта оценивается в 189 млн евро. Завершение работ запланировано на начало 2026 г.  
   Работы будут проведены в два этапа. На первом предусматривается строительство еще двух путей на участке  Милан-Рогоредо — Пьеве-Эмануэле длиной 11 км, на втором этапе планируется...  https://zdmira.com/news/na-uchastke-milan-paviya-ulozhat-tretij-i-chetvertyj-puti
1323"
zd,"Объем грузовых железнодорожных перевозок в США сократился на 5,6 %
   По данным Ассоциации американских железных дорог (AAR), за неделю, закончившуюся 20 мая 2023 г., объем грузовых железнодорожных перевозок в США сократился на 5,2 %, в том числе  повагонными отправками — на 0,4 %, контейнеров и полуприцепов — на 9,3 %. 
   Рост зафиксирован по пяти из 10 основных номенклатурных групп, включая автомобили и запчасти (+14,2 %), металлические руды и металлы (+9 %) и нерудные ископаемые (+3,4). В то же время сократились объемы...  https://zdmira.com/news/obem-gruzovykh-zheleznodorozhnykh-perevozok-v-ssha-sokratilsya-na-5-6
1324"
zd,"Франция отказывается от местных авиаперелетов в пользу железных дорог
   Во Франции с 23 мая 2023 г. начал действовать запрет на местные авиаперелеты, если поездом можно добраться до места назначения быстрее чем за 2,5 ч. Инициатива властей страны получила одобрение Еврокомиссии. 
   Прекращены авиаперелеты между парижским аэропортом Орли и Нантом, Бордо и Лионом — городами, имеющими доступ к...  https://zdmira.com/news/frantsiya-otkazyvaetsya-ot-mestnykh-aviapereletov-v-polzu-zheleznykh-dorog
1325"
zd,"Alstom оборудует под ключ линию метро в румынском городе Клуж‑Напока
   Компания Alstom подписала контракт с администрацией города Клуж-Напока, предусматривающий внедрение средств электроснабжения и сигнализации и связи, укладку пути, установку платформенных дверей, оснащение центра управления и контроля, развертывание системы кибербезопасности и системную интеграцию в рамках проекта строительства линии 1 метрополитена этого второго по размерам румынского мегаполиса, расположенного в регионе Трансильвания. 
   Полная стоимость выполняемого под ключ комплексного проекта строительства линии 1 составляет 1,8 млрд евро. По итогам тендера в качестве исполнителя работ по проекту в марте 2023 г. был выбран...  https://zdmira.com/news/alstom-oboruduet-pod-klyuch-liniyu-metro-v-rumynskom-gorode-kluzh-napoka
1326"
zd,"Итоги 21‑й недели 2023 года на железных дорогах мира. Самое важное  https://zdmira.com/news/itogi-21-j-nedeli-2023-goda-na-zheleznykh-dorogakh-mira-samoe-vazhnoe
1327"
zd,1328
zd,1329
zd,1330
zd,"Майский номер журнала «Железные дороги мира»
   Содержание майского номера «ЖДМ»:
￭ Новости
￭ Формирование и реализация технической политики в ОАО «РЖД»
￭ Новый аэропорт Польши как катализатор развития сети ВСМ
￭ Развитие малых железных дорог США
￭ Задачи железных дорог Индии в области экологии
￭ Алжир: проекты развития городских рельсовых систем
￭ Локомотивы железных дорог Индии
￭ Расширение предприятий по обслуживанию поездов ICE
￭ Варианты развертывания ETCS на малодеятельных линиях в Германии
￭ Восстановление железных дорог Черногории
   Анонсы статей доступны на сайте «ЖДМ» — https://zdmira.com/archive/2023/05. Есть возможность приобрести электронные версии отдельных статей или всего номера целиком. Подписывайтесь и читайте журнал «Железные дороги мира»!
Вся информация о подписке — на нашем сайте https://zdmira.com/subscribe
1331"
zd,"ҚТЖ и PSA International создали СП по развитию Транскаспийского коридора
   Железные дороги Казахстана (АО «НК «ҚТЖ»)  и PSA International (PSA), один из крупнейших мировых операторов контейнерных портовых терминалов, подписали соглашение о создании совместного предприятия KPMC. Документ оформлен 22 мая 2023 г. на площадке Казахстанско-Сингапурского бизнес-форума в городе Астана. 
   Ключевым направлением деятельности KPMC станет развитие Транскаспийского международного транспортного маршрута за счет...  https://zdmira.com/news/tzh-i-psa-international-sozdali-sp-po-razvitiyu-transkaspijskogo-koridora
1332"
zd,"DB нашли корпоративного покупателя для 150 000 проездных билетов
   Железные дороги Германии (DB) подписали первый с концерном REWE рамочный договор, который предусматривает приобретение до 150 тыс. месячных проездных билетов Deutschland-Ticket (D-Ticket). Концерн REWE, действующий в сфере продовольственного ритейла и туризма, является одним из крупнейших работодателей Германии и сможет теперь предоставить сотрудникам возможность проезда до места работы, используя D‑Ticket по выгодной цене — 34,30 евро. Для обычных пассажиров этот проездной билет стоит 49 евро.
   В настоящее время DB ведут переговоры более чем с 1000 компаниями и организациями, которые...  https://zdmira.com/news/db-nashli-korporativnogo-pokupatelya-dlya-150-000-proezdnykh-biletov
1333"
zd,"Порту: объявлен тендер на строительство трамвайной линии Ruby
   Транспортная администрация Metro do Porto, управляющая одноименной системой облегченного рельсового транспорта в Порту, втором по величине городе Португалии, объявила международный тендер стоимостью 370 млн евро на строительство трамвайной линии Ruby (linha H), которая соединит остановки Дом Музыки (Casa da Música) в Порту и Санто Овидио в городе Вила-Нова-де-Гайя в составе округа Порту.
   В финансировании проекта создания линии длиной 6,3 км с восемью остановками участвует Евросоюз, который выделил более...  https://zdmira.com/news/portu-obyavlen-tender-na-stroitelstvo-tramvajnoj-linii-ruby
1334"
zd,"Швейцария начинает консультации по проекту второй линии Цюрих — Винтертур
   Федеральные железные дороги Швейцарии (SBB) в июне 2023 г. планируют приступить к публичному обсуждению планов по строительству двухпутной линии Цюрих — Винтертур с тоннелем Брюттен длиной 9 км, что позволит увеличить до четырех число путей между этими городами. Новая линия, помимо сокращения времени поездки, обеспечит 30 %‑ный прирост пропускной способности коридора и позволит увеличить до 900 число поездов городской железной дороги и дальнего следования. В настоящее время между Цюрихом и Винтертуром курсируют 670 поездов/день, они перевозят...  https://zdmira.com/news/shvejtsariya-nachinaet-konsultatsii-po-proektu-vtoroj-linii-tsyurikh-vintertur
1335"
zd,"TX Logistik продолжает наращивать парк вагонов-платформ сочлененного типа
   Оператор грузовых  перевозок TX Logistik (входит в группу Mercitalia в составе железных дорог Италии, FS Group) заказал еще 115 сочлененных вагонов-платформ типа Т3000. Поставка первой партии запланирована на конец лета 2023 г.   
   Данный подвижной состав производит словацкая машиностроительная компания Tatravagónka. На раме платформы имеется съемное устройство для крепления контейнеров. Также вагон оснащен быстродействующим тормозным оборудованием и...  https://zdmira.com/news/tx-logistik-prodolzhaet-narashchivat-park-vagonov-platform-sochlenennogo-tipa
1336"
zd,1337
zd,"Первые самоходные грузовые вагоны поступят в эксплуатацию в 2023 году
   Созданная в 2020 г. в Сент-Луисе (США) компания Intramotev получила грант в размере 200 тыс. долл. США от штата Мичиган для запуска в эксплуатацию грузовых вагонов TugVolt с тяговым электроприводом, получающим питание от аккумуляторных батарей. Предполагается, что для управления ими могут использоваться мобильные устройства. За основу берутся обычные грузовые вагоны, которые дооснащают соответствующим оборудованием. В 2021 г. работа компании была профинансирована фондом венчурного капитала Idealab X. Планируется, что в конце 2023 г. первые три вагона поступят...  https://zdmira.com/news/pervye-samokhodnye-gruzovye-vagony-postupyat-v-ekspluatatsiyu-v-2023-godu
1338"
zd,"В Болонье появится первая линия трамвая
   В Болонье, административном центре области Эмилия-Романья на севере Италии, запланировано строительство четырех линий трамвая общей протяженностью 57 км. Первой станет линия Red длиной 16,5 км, которая соединит остановку Эмилио Лепидо на западе города с железнодорожной станцией Болонья-Центральная, а затем повернет на север, разделившись на две ветки. Время в пути от остановки Эмилио Лепидо до двух конечных составит 40 и 52 мин. Большая часть трассы пройдет по выделенной полосе. По линии с 34 остановками будут курсировать вагоны трамвая, оснащенные тяговыми аккумуляторными батареями, что позволит отказаться от...  https://zdmira.com/news/v-bolone-poyavitsya-pervaya-liniya-tramvaya
1339"
zd,"Только треть грузов через Австрийские Альпы перевозят по железным дорогам
   К 2040 г. в Бреннерском коридоре между Австрией и Италией основной объем грузовых перевозок по-прежнему будет приходиться на автомобильный транспорт, поскольку крупные проекты, направленные на наращивание провозной способности железных дорог, включая строительство Бреннерского базисного тоннеля, не будут завершены.  
   Основанием для такого прогноза являются данные программы iMonitraf! (Monitoring of road traffic related effects in the Alpine space and common measures), проводимой...  https://zdmira.com/news/tolko-tret-gruzov-cherez-avstrijskie-alpy-perevozyat-po-zheleznym-dorogam
1340"
zd,"На линии Лобиту — Бенгела начата эксплуатация дизель‑поездов постройки CRRC
   Три дизель-поезда, построенных китайской компанией CRRC Tangshan, поступили в регулярную эксплуатацию в Анголе на линии, которая соединяет города Лобиту и Бенгела, расположенные на побережье Атлантического океана. Согласно контракту  CRRC поставила в Анголу 10 таких поездов колеи 1000 мм, остальные семь  предназначены для линий Луанда — Маланже, Лобиту — Луау, а также для линии, ведущей из Луанды в международный аэропорт имени 4 Февраля (Luanda Quatro de Fevereiro).
   Каждый поезд состоит из четырех вагонов и вмещает 696 пассажиров (190 сидящих и 506 стоящих). Максимальная скорость...  https://zdmira.com/news/na-linii-lobitu-bengela-nachata-ekspluatatsiya-dizel-poezdov-postrojki-crrc
1341"
zd,"Бизнес‑план Network Rail на 2024 – 2029 годы
   Оператор инфраструктуры железных дорог Великобритании Network Rail опубликовал пятилетний план (SBP) расходов на эксплуатацию и текущее содержание железных дорог Англии и Уэльса на контрольный период CP7 (с 1 апреля 2024 г. по 31 марта 2029 г.). 
   Расходы на этот период запланированы в размере 44,1 млрд ф. ст. Это на 8,1 % больше по сравнению с предыдущим периодом CP6. В том числе 18,8 млрд ф. ст. планируется направить на эксплуатацию и обслуживание инфраструктуры (+3,1 % к CP6), 18,2 млрд ф. ст. — на ее обновление (–0,9 % к CP6). На оплату электроэнергии на тягу выделяется...  https://zdmira.com/news/biznes-plan-network-rail-na-2024-2029-gody
1342"
zd,"Готовится модернизация пригородной линии Мадрида
   Оператор инфраструктуры железных дорог Испании Adif заключил с инжиниринговой компанией Intecsa-Inarsa контракт стоимостью 1,65 млн евро на разработку проекта модернизации участка Чамартин — Принсипе‑Пио протяженностью 38,5 км, по которому проходят несколько пригородных маршрутов сети Cercanías Мадрида. Проект предваряет проведение тендера на строительные работы, которые повысят провозную способность данного участка, соединяющего две столичные станции: Мадрид-Чамартин-Клара Кампоамор, вторую по загруженности в столице, и транспортно-пересадочный узел Принсипе-Пио, обслуживающий, помимо...  https://zdmira.com/news/gotovitsya-modernizatsiya-prigorodnoj-linii-madrida
1343"
